reviewId,content,at,label_id,label_text,source
21d45fe2-c9b6-4684-9981-fcf2c9135fe8,"Terpaksa beri 1 bintang karena ad q masalah yang paling sy benci: ga pernah ada notifikasi kalau ad pemeliharaan app, dan sering macet pas login. Menyusahkan di saat butuh.",2025-12-05 5:05:18,0,negatif,gold
db023027-c44d-432e-8851-301798c0c956,saya ternafer pakek gris gak masuk lapor suruh nunggu 24 udah 24 jam gak di responnn saldo udah terpotong gini layanan bca sumpahh bikin nyesek bangettt,2025-12-05 4:56:36,0,negatif,gold
5d2684b8-16b4-4d08-97ed-11bd056093e4,aplikasinya sangat jelek.. masa setiap Minggu akun saya ke blokir.. kalau ga dibuka buka bisa tiba-tiba keluar sendiri dan ke blokir..,2025-12-05 4:18:27,0,negatif,gold
ee201287-c980-4708-b965-084e327cc180,"top up saldo, dan bayar tagihan , keterangan berhasil TPI saldo belum masuk.",2025-12-05 3:51:05,0,negatif,gold
b39bc842-1874-4498-b458-40bbf793506a,nge bug terus aplikasinya pada saat verifikasi wajah dan kirim data,2025-12-05 2:24:17,0,negatif,gold
7f5f6cfc-b2c9-48bc-9c0d-c991b97cb77d,"GK bisa buka aplikasi, setiap buka keluar sendiri",2025-12-05 1:58:46,0,negatif,gold
f7b0a282-cf02-492a-9d8c-7cba24df2606,kenapa verifikasi wajah tidak bisa? di suruh matikan mode developer. apa pula itu????,2025-12-05 0:41:31,0,negatif,gold
7d1eb98e-09a3-46dd-a9ad-6613f2173385,kasih bintang 1 saya mau masuk ke akun BCA saya ga bisa masuk kendala di otp yang ga masuk² lewat pesan teks nyesel banget pake BCA mending Brimo saja,2025-12-05 0:25:01,0,negatif,gold
be8dc191-345b-4638-816c-fbe67b6c08c6,saya tidak dapat melakukan foto wajah dan selalu disuruh untuk mematikan mode developer padahal saya tidak mengaktifkan mode apa apa,2025-12-04 16:16:41,0,negatif,gold
f27d563b-8e6d-4bc4-8193-c13083b54e9d,kebanyakan bug tidak recommended,2025-12-04 14:54:42,0,negatif,gold
50bad4cb-ae16-4b98-840c-71558e579220,"aplikasi cacat , mau liat pesan otp buat login aja harus bayar pake pulsa . kalo ga niat buat aplikasi ga usah blog admin blog!!!",2025-12-04 14:16:24,0,negatif,gold
c8b6224c-713d-44b5-b485-ca4aa94085bc,"BCA bikin Aplikasi kok gak bisa digunakan pengguna. Suruh update minta masukin no kode negara tapi pilihan negara Indonesia malah tidak ada, gimana toh ini? Sudah lebih dari 10 hari tapi kendalanya masih sama.. Sudah lapor ke HaloBCA tapi sama saja, sampai hari ini masih belum ada perubahan. Beli token listrik lewat aplikasi, malah sekarang aplikasi gak bisa dibuka. Otomatis token pun belum bisa dipakai, karena aplikasi gak bisa digunakan.",2025-12-04 13:38:42,0,negatif,gold
01807254-58af-449a-b58f-1c8628a55bb8,mantap transaksi semakin mudah bisa qris scan sama qris tap 👍👍👍,2025-12-04 12:56:51,2,positif,gold
cffb7ebb-60ab-410f-9795-34a5300547ac,KEBANYAKAN UPDATE.,2025-12-04 11:29:20,0,negatif,gold
304cd3db-8224-4fb2-af2f-60125322cc82,sya sangat senang mnjadi nasabah bank bca,2025-12-04 10:14:01,2,positif,gold
68cedc46-c510-4ded-a94b-a88087fa1c1d,apa perbedaan bca mobile dan my bca,2025-12-04 8:25:58,1,netral,gold
a293f9e1-853c-4af9-8443-d96fe89abe11,"saya kecewa,di saat saya ingin membuka rekening baru dan di saat verifikasi wajah aplikasi sering keluar sendiri dan sudah melakukan berbagai cara tapi tetap saja hasilnya sama",2025-12-04 8:03:34,0,negatif,gold
17a9bd75-303f-4a6b-be73-286712dc9f57,saya meu menyelesaikan pendaftaran tetapi lalu muncul ups coba lagi nanti,2025-12-04 7:26:16,0,negatif,gold
f2626d3b-5353-432c-b2b0-c4e67ae7b6e3,mantap,2025-12-04 7:18:24,2,positif,gold
eda72129-09dd-4b54-9958-401dcb30286f,sy mo belajar mengenal perbankan,2025-12-04 6:31:29,1,netral,gold
b657f0d7-ee8c-4d17-9a7a-a5537884a2a7,good,2025-12-04 6:24:08,2,positif,gold
c0de0ca5-5b16-45bc-bbd6-4008afd8bd1a,"verifikasi wajah harusnya jangan suruh apa apa apa cukup diam saja.. kan banyak lansia atau di atas umur 35 sudah banyak yang rabun dekat,. harus pakai kacamata sedangkan verifikasi tidak boleh pakai kacamata.",2025-12-04 6:22:55,0,negatif,gold
016f7617-2cce-4d59-b7c5-23eaa8958445,"saya sudah datang keKCP dan aktivasi setelah itu tetap saja aplikasi meminta verivikasi dgn foto selfie dan aplikasinya selalu force close,padahal pulsa dan sinyal full 🤔",2025-12-04 5:38:44,0,negatif,gold
6c993dae-5ee8-4626-b3c0-491e97d6cbec,baru mencoba,2025-12-04 3:06:02,1,netral,gold
96a03c3f-3e9c-4227-b9a4-30d7564bc117,"mau daftar ,otp nya ga dapet dapet",2025-12-04 3:02:00,0,negatif,gold
543cdeb6-d43b-406b-86d6-cd64dd1c0784,cukup bagus dan sangat mudah,2025-12-04 2:35:36,2,positif,gold
75291d84-2fcc-4357-8908-3a8e16d802ef,update mulu aplikasinya,2025-12-04 2:25:28,0,negatif,gold
525dd91c-2bc4-4e48-9dcd-9527185cd069,"tolong dong sya uda nelpon bbrpa kali ganti pasword ggal terus, yg kdua uda 3 hri masuk selalu oops, jdi mau transaksi bukan nya enak tpi ribet, sya kira lbih mudah,",2025-12-04 1:13:58,0,negatif,gold
9c1a847a-28d7-49b7-959a-65a7708b83dd,kenapa potongan admin nya jadi 2x?,2025-12-03 17:28:13,0,negatif,gold
18403ec7-e3cd-4e73-8d8f-bbd1dbb41e35,cuman sering harus update kenapa ya,2025-12-03 15:39:53,0,negatif,gold
0574ab46-2cc8-43d4-94d7-bbdca33d611d,mantap,2025-12-03 15:33:39,2,positif,gold
a6fd902b-5463-43db-abf2-f370ce1bd8b1,saya mengalami ID kblokir gimna atasinya,2025-12-03 15:21:37,0,negatif,gold
4f78037c-126a-46bf-9fc4-b224fb88dfc2,bagus semakin mudah bertransaksi,2025-12-03 13:52:05,2,positif,gold
27185678-56e7-43f9-b565-525b27f4c7ec,aman..,2025-12-03 13:51:46,2,positif,gold
0f3a0dd7-7b00-4064-a775-3480e0d0a6c9,Semoga ada fitur untuk kebutuhan kepepet seperti aplikasi dana cicil 😂,2025-12-03 12:07:21,1,netral,gold
12cbc2a2-03fe-4961-969c-ac143145bb86,good,2025-12-03 10:22:41,2,positif,gold
c649092a-b706-46e9-bcfd-7ab8fa0befb7,"kebanyakan upadet kaga jelas fitur cuma itu2 doang update buat apa aneh, gausah update2 terus ga guna",2025-12-03 9:46:25,0,negatif,gold
2b0ec945-199f-4598-a500-0a1611971f89,"scan qris selalu ""oops, terjadi kesalahan"" apala monyett selalu tidak optimal",2025-12-03 7:49:03,0,negatif,gold
3a3fced6-a3d1-4cdb-9c97-1169bc794a06,ribet,2025-12-03 7:47:09,0,negatif,gold
c61b4ddc-01dc-4428-a7da-428742d169ac,"Pertama kali nya kecewa dengan BANK BCA saldo saya terpotong sebesar 38.000 tidak ada di mutasi dengan info masuk.ke dana terpendam, sedangkan saya buat kartu sudah sekian tahun lama nya knp baru skrng terpotong dana tsb dan kepotong ini sudah kejadian kesekian kali yg awalnya belasan ribu yang difikir adm kartu lalu 20an ribu lalu tgl 2 des kmren pun 38rb itu aja jumlah nya udah lebih dari adm kartu Kata nya lagi tuh teller info kata nya saldo yang digunakan secara lebih padahal aja ya kita ka",2025-12-03 6:19:26,0,negatif,gold
9165b9dc-3a65-4be5-99cb-8d5d10c1a387,fast respon,2025-12-03 5:37:26,2,positif,gold
ba456836-13e6-4596-8e83-77b7e6d5a604,ok,2025-12-03 5:14:16,2,positif,gold
6661aa28-8de0-4ea9-bf23-1b127aecf09b,mantap myBCA komplit dan cepat. poin utama aplikasi udah ringan banget.,2025-12-03 4:12:44,2,positif,gold
32b12d5e-3a26-4c15-a27c-495d1caa1521,sangat ribet,2025-12-03 3:19:42,0,negatif,gold
16b72f20-c7d9-4110-8f5d-2a19ce46b825,amana,2025-12-03 3:08:15,2,positif,gold
8ab136b7-7f2e-4561-8a00-ba353831e0d5,mantapo,2025-12-03 2:53:42,2,positif,gold
643555ea-554b-4763-b0fd-5d120040d6b9,ga ada kode negara Indonesia,2025-12-03 1:49:27,0,negatif,gold
743b13b7-3ed9-44f1-b27c-5b0cdbd79830,kok keluar saya,2025-12-03 0:47:07,0,negatif,gold
853be238-f1ad-4f22-ad60-d9790ab658a2,"aplikasi buruk saat fitur aksesibilitas di ponsel aktif, my bca menolak login padahal hanya berupa notifikasi baterai, setidaknya jangan terlalu sensitif karna BRI,Mandiri,BNI saja gak terlalu sensitif soal aksesibilitas ponsel",2025-12-03 0:07:19,0,negatif,gold
2705e3a6-49f0-4e41-bef2-a0e43f048096,mantoss trx jadi mudah.. tpi tolong tambah fitur e walet nta juga,2025-12-02 16:43:05,2,positif,gold
aadaced7-1fd5-4642-8bb6-bfae26885976,tiba2 verifikasi ulang...kode otp ga di kirim2...gmn ci...pulsa ada... jaringan ok,2025-12-02 16:06:00,0,negatif,gold
d99368a9-6990-43d9-b090-6bed96027d6e,BCA sangat membantu dalam bertransaksi untuk urusan bisnis,2025-12-02 14:57:33,2,positif,gold
c73be751-956e-4803-b32b-a555a951850a,ga pernah lougout tapi d suruh login ulang tolong donk bpk ibu yg terhormat d perbaiki lg akses nya tks,2025-12-02 13:45:57,0,negatif,gold
ff6f3b86-e50d-4c7f-b77e-15abe78472b8,"mau login di hp terbaru susahnya minta ampun, yg pertama otp SMS ga masuk², terus pas udh bisa masuk verifikasi wajah gagal terus malah ke blokir, ribet banget kenapa ga pake email atau nomer hp dll si susah banget, sistemnya jg masih jelek, udh lapor ke halo BCA 3 kali responya lama banget",2025-12-02 12:52:41,0,negatif,gold
2f550b70-2d18-4f59-9344-c59f92904d4f,suka error qris barcode dan tf virtual account nya,2025-12-02 11:57:57,0,negatif,gold
557900c6-1f1e-4899-ac8d-4e5eca48b545,lemot parah,2025-12-02 10:49:41,0,negatif,gold
74d5b861-009f-403a-b100-72453b31e085,limit cuma 8 juta??? Padahal cc sebelah udah limit 27 jta.. gmna mau pindah klo limit malah jauh di bawah kak? apa tidak diriset kak calon customernya?,2025-12-02 10:40:59,0,negatif,gold
9e353666-3604-4f8c-9a35-f96a4ff449a1,"mbulet mau registrasi, otp keluar gak valid, muncul lagi sdh habis waktunya",2025-12-02 10:20:17,0,negatif,gold
f6d22a08-8641-4488-b8cc-ec7601e0f221,"App nya eror, keluar sendiri, tidak bisa masuk lagi, masih sama",2025-12-02 9:52:32,0,negatif,gold
d9678c47-cde9-44a3-921c-bf7b213167b5,ok,2025-12-02 9:42:15,2,positif,gold
6259847d-c8f2-41b0-9390-fbd2c30907dc,bad,2025-12-02 7:37:05,0,negatif,gold
cea318c8-a3b1-494a-ba37-6c49090b1969,Aplikasi nya bagus 👍,2025-12-02 7:15:23,2,positif,gold
cbd855c4-dcea-415f-b7a2-62c85d32385b,aplikasi sering terblokir sendiri,2025-12-02 7:10:08,0,negatif,gold
198ef9ea-817a-470f-a37b-e5eaf7d3f9ba,sangat membantu,2025-12-02 7:05:38,2,positif,gold
7fb9aa3c-7548-4ee8-8bfe-e13155215884,"ok,saya coba aplikasinya",2025-12-02 6:10:59,1,netral,gold
49bb4078-5c4e-4b60-9d9d-e93869b11d21,saya baru buka rekening saldo kosong saya transfer ko transferan ya gak masuk bukti transfer ya sukses dan saya dapat SMS jg dari my BCA transferan masuk tapi saya cek saldo masih kosong,2025-12-02 6:10:04,0,negatif,gold
1ca33686-ed20-42ac-a82c-651a8b2327bf,"harusnya semakin dipermudah dengan majunya tehnologi, bukan malah semakin dipersulit",2025-12-02 5:57:19,0,negatif,gold
66e8feba-69f5-482d-a4ec-e7465aa88e5b,👍👍👍👍👍,2025-12-02 4:51:35,2,positif,gold
a47177c5-4ac4-4fff-95d3-ee25ab6b9416,"SAYA GA SENGAJA KE LOGOUT, TERUS APS LOGIN LAGI DI VERIFIKASI MALAH GA DIKIRIMIN OTP, SI OTPNYA GA KEKIRIM KURIM UDH CHAT CS NYA YG BOT TTP AJA DI COBAIN BERBAGAI CARA TTP BLM BIS",2025-12-02 4:42:52,0,negatif,gold
c1825505-ee9f-497a-95b8-ffc46c11a8df,"kebanyakan update fitur, memori di hapus tetep aja ga bisa download",2025-12-02 4:35:22,0,negatif,gold
293c4cda-f7e1-404e-840e-f3e17bf7567d,ko kode nomer telepon Indonesia ga ada?? udah ga di Indonesia emang?,2025-12-02 4:09:24,0,negatif,gold
43746097-bf31-443b-903f-4e0532389e0c,"APLIKASI JELEK JANGAN PAJANG DI PLAYSTORE,,, LOGIN MASUKIN USERNAME DAN PASSWORD UDAH BENAR, KELUAR MASUKIN NOMOR HANDPHONE BUAT DI VERIFIKASI, EH PAS DICARI KODE NEGARA INDONESIA MALAH GAK ADA, YANG KAYA GINI NIH BANK YANG GX BOLEH ORANG INDONESIA BUAT NABUNG!!!",2025-12-02 4:06:05,0,negatif,gold
a3425273-1781-40d6-b5c8-2dc9c31a13d9,the best finacial aplication 👌👌,2025-12-02 3:41:59,2,positif,gold
e4e7478e-a2f9-4d1b-8b93-081cddb425a7,".kejadian saya sendiri salah transfer jangan harap bisa kembali,karena percuma laporan ke BCA juga.",2025-12-02 1:28:16,0,negatif,gold
54311134-31f9-4728-b719-613ceb042b24,ok,2025-12-02 0:27:32,2,positif,gold
d663d5f9-7da9-4777-957d-6ae65dad7448,ok,2025-12-01 22:41:49,2,positif,gold
f8f1c4dd-c1ff-48b6-91aa-063ec40d2b1b,mohon maaf MyBCA yg terhormat saya salah memasukan pw 3× langsung terblokir trus lapor sama cs nya respon baik ramah dan membantu cuman yg di sayangkan pas sesudah reset pasword tidak keluar kode otp nya padahal sudah melakukan apa yg di suruh sama cs nya dan melakukannya berulang ulang masih gak keluar sudah isi pulsa sudah isi kuota jaringan lancar pakai data sudah wifi sudah masih jg gk bisa sudah jg pakek device yg lain lagi dan lagi masih gk bisa tolong diperbaiki lagi hal hal seperti itu,2025-12-01 19:01:51,1,netral,gold
79eb8b83-9503-4d70-8500-dd190bfdafc8,ok banget,2025-12-01 18:11:06,2,positif,gold
c85ad927-5df6-49e3-9eeb-e5ab694c0322,sangat membantu sekali,2025-12-01 16:36:57,2,positif,gold
a1d4de40-8e4d-467c-818d-65edff946053,ini OTP kenapa saya nggak bisa dpetkan ya padahal aplikasi saya sndiri karena nggk bisa kebuka saya uninstall tapibsay instal lagi plilasinya sangatlah buruk tolong diperbaiki aplikasinya mas BCA buruk bgt aplikasinya my BCA,2025-12-01 16:34:05,0,negatif,gold
ca42d0bc-34ec-4129-b3d8-eef7a9c53bbc,"terbaik mybca.mohon perubahan nya di isi ulang pulsa,adakan isi ulang pulsa.yang 5000.dan yang 10000.semoga di respon dengan serius.",2025-12-01 15:38:10,2,positif,gold
d25edc83-f9df-4205-af6d-a514f61fad75,mudah diaplikasikan 👌 stars talkin!!!,2025-12-01 14:43:27,2,positif,gold
1eb02dd5-1a35-4ca2-bb69-7978557272c3,mau buka my bca harus update dulu padahal penyimpanan penuh g bisa di update trus mau TF karena ada keadaan darurat jadi g bisa mana g ada kartunya 😓,2025-12-01 14:25:07,0,negatif,gold
2fdfe09c-a098-49ff-b556-93ecab8e6c54,"Rusak rusak, udah update disuruh wajib update lagi ya gabisa lah",2025-12-01 13:10:51,0,negatif,gold
c25b4b4b-27c9-4e08-84c3-97a114e66856,"tolong dong jangan kebanyakan update, hp saya cuman ram 3 kalo mau update harus hapus aplikasi dulu, tolong sekali jangan kebanyakan update ini saya udah ga bisa buka aplikasi nya padahal baru kemaren update sekarang udah update lagi aja",2025-12-01 13:06:10,1,netral,gold
8dfcdce1-4970-4d3c-97de-41e476b2da2f,"Ini aplikasinya sebenarnya bagus, informasinya bagus ketika minta bantuan ke call center tapi baru aja saya buka blokiran eh dipotong 50 katanya dana ngendap saya sudah ikuti sesuai intruksi tetapi sangat amat menyulitkan harus ke web nya lah ke key lah, uang saya kepotong 90 ribu! terus malam ini masih ada saldo 14 eh dipotong lagi buat admin, sehat sehat deh baru aja buka blokiran saya dibuat rugi terus menerus.",2025-12-01 12:59:33,1,netral,gold
de5de879-2767-4954-8ad7-b2f41bd6358b,"saya sangat kesulitan saat mau login. terutama kode otp. tdk ada kode otp yang di kirimkan. padahal pulsa ada, jaringan baik, slot kartu juga sudah di simpan di sim 1, menggunakan data seluler dari kartu yang sama, paketnya pun masih banyak. tapi sama saja. berikanlah opsi utk lain utk verifikasi, misalnya kirimkan kode otp via wa atau bisa juga via Gmail yang sdh di conect. kalau begini terus bagaimana saya mau menggunakan apk my bca. mana lagi butuh banget saldo di mbanking. tlg di perbaiki",2025-12-01 12:58:37,1,netral,gold
28e81662-c259-4be0-811a-7a1076aafcc8,"Aplikasi anehhh mau bikin akun aja susahnya naudzubillah, tinggal di sesi sudah punya rekening data dah sesuai semua tulisannya ""pastikan data anda sudah sesuai untuk melakukan proses verifikasi"" itu semuaa udahh sesuaiii ya ampunn emosi sya liatnya😭😭",2025-12-01 11:07:38,0,negatif,gold
19f3a471-ec7b-4d50-8378-18d857e7c231,ok,2025-12-01 10:55:35,2,positif,gold
2d4b9724-b0ce-4e80-92ec-5588f50fb82c,"app nya menguji kesabaran, saat login dan penambahan nomor handpone, kode negara sendiri (indonesia) tidak tersedia dan gk bisa lanjut, masalahnya saat login app, screen langsung lompat ke layer tambah nomor handphone, jadi saya tidak bisa lanjut, coba cek di hp samsung a14",2025-12-01 9:14:03,0,negatif,gold
c43ef35a-cb1c-4d92-bf38-d85ba95b7593,"Tolong dong admin untuk mendapatkan KODE OTP nya kirim ke NO WA saja, Soalnya no telpon biasa NOnya Sudah tidak bisa diakses lagi, sudah rusak kartunya. Jadi tolong dipermudah mendapatkan kodenya, Apalagi bagi orang yang mau bikin rekening mobile di BCA.🙏🏻",2025-12-01 8:39:51,1,netral,gold
7f87ae92-a127-4575-9ab3-96b9fb259dc0,pelayanan bca paling top,2025-12-01 6:54:13,2,positif,gold
1f4727db-fe4a-40e0-9253-0090b14114df,sangat membantu,2025-12-01 6:41:22,2,positif,gold
42c8a209-b1ed-45c2-9e82-34501dd7d945,"minta kode OTP aja lamaa, ini gua dari pagi Ampe jam stengah 2 sore nunggu astaghfirullah BCA BCA, buruk",2025-12-01 6:13:14,0,negatif,gold
d4ec4e29-2b56-4d02-a7bf-fcf41d292cf6,serder indo gak ada dan gua gak bisa masuk ke akun sendiri,2025-12-01 5:22:46,0,negatif,gold
4b7862ac-38b5-4b88-a8f5-8397444daab7,Mau masuk tapi pilih kode negara Indonesia malah gak ada,2025-12-01 4:34:36,0,negatif,gold
8c8540db-41f3-48eb-8b1d-e49f6229d419,tolong apknya BCA nya..... perbaiki jangan update terus ada masalah,2025-12-01 3:59:17,1,netral,gold
a4104b3b-ba24-4dd1-983e-ab122ea038f8,login di HP lain susah nya minta ampun.. udh bbrapa kali konfirmasi wajah.. msh gagal aja.. SMP ga bs masuk.. astaaagaaaa... menguji kesabaran bgt.. knp sih!,2025-12-01 3:32:09,0,negatif,gold
3ff2cefd-8260-47a2-bf33-8aa6b8a64cea,"gk jelas , katanya bank paling nyaman anti lelet , nyatanya gk bisa kirim tf 2 hari ini",2025-12-01 3:26:00,0,negatif,gold
e99e4fc6-ab25-49da-ad19-43a23086467e,sangat baik,2025-12-01 1:55:36,2,positif,gold
933f5f90-b5f3-418a-b2bd-1ce6adbbd002,ok,2025-12-01 1:29:03,2,positif,gold
05949d94-80a6-4d8b-ae7c-6ee973bfd7e6,mantap,2025-12-01 0:33:21,2,positif,gold
9e3d33a9-40c3-4cb1-9343-eb6b7192c84f,"ribet amat jaman sekarang semakin maju ngurus ginian aj harus antri ke kantor BCA,, payah kecewa percuma aplikasi dibuat ada trouble aj buang pulsa,, nelpon gak ad solusi",2025-11-30 23:16:10,0,negatif,gold
923c28f5-2ef6-4337-9a35-dd13d5d5e37b,"Saat daftar : (1). sudah 5x ulang verifikasi wajah selalu gagal, lagi ulang foto ktp pilih alamat, dll, saat verifikasi wajah ribet dan lama, capek bikin user emosi, bukannya dipermudah kayak daftar di Wondr BNI bisa 1x jadi. (2). Verifikasi jadul via sms harus beli pulsa kenapa nggak via whatsapp? (3). Ada perlu izin akses mobile BCA nggak jelas, harusnya kasi petunjuk lihat pada inbox pada mobile BCA. Intinya pendaftaran pada app myBCA kurang user friendly dan ribet",2025-11-30 20:57:48,0,negatif,gold
9db003f7-00be-4c8a-86d9-9e8559136be2,"uda 3 hri ga bisa masuk, selalu oops terjadi kesalahan silakan coba lagi.gimna nie",2025-11-30 17:08:42,0,negatif,gold
54b79a1f-dee7-4658-84eb-7ca47c7d9762,Bismilah bikin akun baru disini semoga bermanfaat. Terimakasih,2025-11-30 15:01:10,2,positif,gold
68d02945-9a7f-43eb-919e-9d1e117c5548,"masa tiba¹ ga bisa di buka apk myBca mksudnya pas saya masukin kata sandi tiba tiba opss terjadi kesalahan, silahkan coba lagi masa gitu kenapa ya??",2025-11-30 14:22:48,0,negatif,gold
9bde6834-a69f-46ec-b5f3-09c9a497ca50,habis update malah lama login nya padahal sinyal 5G,2025-11-30 14:16:45,0,negatif,gold
701f45ae-c7e8-4bd5-aaba-2b118ad4859f,sering gangguan,2025-11-30 13:15:21,0,negatif,gold
cbf1c6ec-7931-4b62-a2d3-06ecd23e72d2,mantap sayah sangat luas,2025-11-30 13:03:53,2,positif,gold
632eaed6-bab2-49ec-a7a2-9fbaee3aec8b,untuk registrasi ribet gagal ngulang lg di awal gara2 hp burem,2025-11-30 11:42:42,0,negatif,gold
4097cfdd-f034-4223-90d7-03471ba5f654,"lumayan mudah mengoperasikan nya, cukup kebantu.",2025-11-30 11:20:50,2,positif,gold
740511d4-3b0d-4da2-b1e1-9b23f5277460,kenapa tidak muncul bendera Indonesia ini sangat mengecewakan,2025-11-30 11:09:21,0,negatif,gold
e6d4ac74-1de1-47c4-b73e-9f9e9120b6c5,"Padahal Udh matiin Developer Mood pas mau ngambil foto, udh di matiin ttp ga bsa ngambil foto, malah ada notif suruh matiin developer mood lgi ga jelas asli, padahal udh di matiin, paling Ribet ni bank asli",2025-11-30 8:01:38,0,negatif,gold
0f7c880d-d05b-4802-8f23-36b03891376c,"dikit dikit suruh update, baru di update langsung suruh update lagi, aneh",2025-11-30 6:34:24,0,negatif,gold
614da764-16cd-43c3-a450-14e3b00aeaa4,agak lemot jaringan nya,2025-11-30 5:35:44,0,negatif,gold
e1bd5e64-65d6-4e6e-8d00-6f4f5fa3a699,aplikasi mantap,2025-11-30 5:09:07,2,positif,gold
4dd6da22-e3c6-4edf-bb34-0eaebb52a641,good,2025-11-30 3:34:14,2,positif,gold
46c0c092-3170-4be3-9604-99b900894a09,"eror mulu setiap abis masukin pin buat kirim uang. masalahnya ga sekali tapi berkali""",2025-11-30 3:00:59,0,negatif,gold
11160d33-d385-48d2-8b75-31433b03f1ed,"GAK JELAS, ADA FITUR PAYLATER TAPI 2X AJUIN DITOLAK , SALDO ADA, REK AKTIF DIPAKE, NTAH APA YANG SALAH 👎",2025-11-30 0:58:24,0,negatif,gold
ee7439cd-ca19-4542-9c03-cabf693b1515,aplikasi bagus tetapi kenapa sering kali minta update yaa.. kadang pas bayar pake qris tiba tiba aja minta di update lagi.. memakan waktu lama di kasir,2025-11-30 0:29:42,1,netral,gold
41d62061-cb4b-4c46-9ba2-0fcf1f5050c8,untuk transfer bank lain ko tidak ada pilihan bank mas ya,2025-11-30 0:19:18,1,netral,gold
dca92336-c5a2-4fe3-a6e1-8366b60905e8,"perasaan update terus dehhh, cape bngt harus tiba² update pdhl lagi buru² mau digunain",2025-11-29 18:22:46,0,negatif,gold
c4987244-bdda-45c0-a7ac-ba26e6b1acaa,"apk bagus terjamin, pelayanan karyawan bank juga sangat baik memuaskan nasabah terimakasih bank bca",2025-11-29 17:44:28,2,positif,gold
